Stationsnamn;;Datum;Nederbord;;;;
2013-07-02 06:00;2013-08-01 06:00;13-jul;42.3;Y;;
2013-08-02 06:00;2013-09-01 06:00;13-aug;54.7;Y;;
2013-09-01 06:00;2013-10-01 06:00;13-sep;39.1;Y;;
2013-10-02 06:00;2013-11-01 06:00;13-okt;58.0;Y;;
2013-11-01 06:00;2013-12-01 06:00;13-nov;61.0;Y;;
2013-12-02 06:00;2014-01-01 06:00;13-dec;50.7;Y;;
2014-01-02 06:00;2014-02-01 06:00;14-jan;38.6;Y;;
2014-01-30 06:00;2014-03-01 06:00;14-feb;35.2;Y;;
2014-03-02 06:00;2014-04-01 06:00;14-mar;42.9;Y;;
2014-04-01 06:00;2014-05-01 06:00;14-apr;24.6;Y;;
2014-05-02 06:00;2014-06-01 06:00;14-maj;35.2;Y;;
2014-06-01 06:00;2014-07-01 06:00;14-jun;27.9;Y;;
2014-07-02 06:00;2014-08-01 06:00;14-jul;44.1;Y;;
2014-08-02 06:00;2014-09-01 06:00;14-aug;114.8;Y;;
2014-09-01 06:00;2014-10-01 06:00;14-sep;82.9;Y;;
2014-10-02 06:00;2014-11-01 06:00;14-okt;87.4;Y;;
2014-11-01 06:00;2014-12-01 06:00;14-nov;31.6;Y;;
2014-12-02 06:00;2015-01-01 06:00;14-dec;49.0;Y;;
2015-01-02 06:00;2015-02-01 06:00;15-jan;67.8;Y;;
2015-01-30 06:00;2015-03-01 06:00;15-feb;39.0;Y;;
2015-03-02 06:00;2015-04-01 06:00;15-mar;60.3;Y;;
2015-04-01 06:00;2015-05-01 06:00;15-apr;11.9;Y;;
2015-05-02 06:00;2015-06-01 06:00;15-maj;106.9;Y;;
2015-06-01 06:00;2015-07-01 06:00;15-jun;58.5;Y;;
2015-07-02 06:00;2015-08-01 06:00;15-jul;91.9;Y;;
2015-08-02 06:00;2015-09-01 06:00;15-aug;16.6;Y;;
2015-09-01 06:00;2015-10-01 06:00;15-sep;112.4;Y;;
2015-10-02 06:00;2015-11-01 06:00;15-okt;2.8;Y;;
2015-11-01 06:00;2015-12-01 06:00;15-nov;64.8;Y;;
2015-12-02 06:00;2016-01-01 06:00;15-dec;23.1;Y;;
2016-01-02 06:00;2016-02-01 06:00;16-jan;24.6;Y;;
2016-01-31 06:00;2016-03-01 06:00;16-feb;23.2;Y;;
2016-03-02 06:00;2016-04-01 06:00;16-mar;14.7;Y;;
2016-04-01 06:00;2016-05-01 06:00;16-apr;43.0;Y;;
2016-05-02 06:00;2016-06-01 06:00;16-maj;14.0;Y;;
2016-06-01 06:00;2016-07-01 06:00;16-jun;70.4;Y;;
2016-07-02 06:00;2016-08-01 06:00;16-jul;47.6;Y;;
2016-08-02 06:00;2016-09-01 06:00;16-aug;50.9;Y;;
2016-09-01 06:00;2016-10-01 06:00;16-sep;22.4;Y;;
2016-10-02 06:00;2016-11-01 06:00;16-okt;35.7;Y;;
2016-11-01 06:00;2016-12-01 06:00;16-nov;106.1;Y;;
2016-12-02 06:00;2017-01-01 06:00;16-dec;19.2;Y;;
2017-01-02 06:00;2017-02-01 06:00;17-jan;34.0;Y;;
2017-01-30 06:00;2017-03-01 06:00;17-feb;18.3;Y;;
2017-03-02 06:00;2017-04-01 06:00;17-mar;29.8;Y;;
2017-04-01 06:00;2017-05-01 06:00;17-apr;23.0;Y;;
2017-05-02 06:00;2017-06-01 06:00;17-maj;11.7;Y;;
2017-06-01 06:00;2017-07-01 06:00;17-jun;74.9;Y;;
2017-07-02 06:00;2017-08-01 06:00;17-jul;14.6;Y;;
2017-08-02 06:00;2017-09-01 06:00;17-aug;70.3;Y;;
2017-09-01 06:00;2017-10-01 06:00;17-sep;66.6;Y;;
2017-10-02 06:00;2017-11-01 06:00;17-okt;102.6;Y;;
2017-11-01 06:00;2017-12-01 06:00;17-nov;54.5;Y;;
2017-12-02 06:00;2018-01-01 06:00;17-dec;56.9;Y;;
2018-01-02 06:00;2018-02-01 06:00;18-jan;47.6;Y;;
2018-01-30 06:00;2018-03-01 06:00;18-feb;27.5;Y;;
2018-03-02 06:00;2018-04-01 06:00;18-mar;13.7;Y;;
2018-04-01 06:00;2018-05-01 06:00;18-apr;27.0;Y;;
2018-05-02 06:00;2018-06-01 06:00;18-maj;4.1;Y;;
2018-06-01 06:00;2018-07-01 06:00;18-jun;40.6;Y;;
2018-07-02 06:00;2018-08-01 06:00;18-jul;5.9;Y;;
2018-08-02 06:00;2018-09-01 06:00;18-aug;43.2;Y;;
2018-09-01 06:00;2018-10-01 06:00;18-sep;49.4;Y;;
2018-10-02 06:00;2018-11-01 06:00;18-okt;21.9;Y;;
2018-11-01 06:00;2018-12-01 06:00;18-nov;30.6;Y;;
2018-12-02 06:00;2019-01-01 06:00;18-dec;33.7;Y;;
2019-01-02 06:00;2019-02-01 06:00;19-jan;31.1;Y;;
2019-01-30 06:00;2019-03-01 06:00;19-feb;38.4;Y;;
2019-03-02 06:00;2019-04-01 06:00;19-mar;45.0;Y;;
2019-04-01 06:00;2019-05-01 06:00;19-apr;2.5;Y;;
2019-05-02 06:00;2019-06-01 06:00;19-maj;49.2;Y;;
2019-06-01 06:00;2019-07-01 06:00;19-jun;22.7;Y;;
2019-07-02 06:00;2019-08-01 06:00;19-jul;49.0;Y;;
2019-08-02 06:00;2019-09-01 06:00;19-aug;84.4;Y;;
2019-09-01 06:00;2019-10-01 06:00;19-sep;41.6;Y;;
2019-10-02 06:00;2019-11-01 06:00;19-okt;56.8;Y;;
2019-11-01 06:00;2019-12-01 06:00;19-nov;53.5;Y;;
